,ID,eventSec,matchPeriod,subEventName,startingX,startingY,finishingX,finishingY,playerFirstName,role_x,playerName,recipientFirstName,role_y,recipientName,clubName,countryName,dateutc,groupName,label,Tag_1_Description,Tag_2_Description,Tag_3_Description,Tag_4_Description,Tag_5_Description,Tag_6_Description
15689,28428.0,659.098256,1H,Smart pass,71.0,27.0,90.0,11.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,\u00c1ngel Fabi\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c1. di Mar\u00eda,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
16108,28461.0,813.965455,1H,Smart pass,42.0,90.0,72.0,87.0,Eduardo Antonio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Salvio,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
94554,28502.0,914.394552,1H,Smart pass,60.0,25.0,69.0,24.0,Sergio Leonel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Ag\u00fcero,,,,Manchester City FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Counter attack,Through,Not accurate,,,
73985,28613.0,1249.64787,1H,Smart pass,60.0,39.0,79.0,27.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
101642,28652.0,1360.873689,1H,Cross,87.0,96.0,94.0,52.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,Alfre\u00f0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Finnbogason,Everton FC,Iceland,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,Right foot,High,Accurate,,
95091,28723.0,1644.785883,1H,Corner,100.0,0.0,88.0,44.0,\u00c1ngel Fabi\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c1. di Mar\u00eda,,,,Paris Saint-Germain FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,High,Accurate,,,
58863,28895.0,2188.674309,1H,Smart pass,78.0,34.0,87.0,50.0,Sergio Leonel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Ag\u00fcero,,,,Manchester City FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Not accurate,,,,,
15662,28976.0,2465.096299,1H,Smart pass,62.0,96.0,75.0,87.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
95093,28983.0,2501.421101,1H,Corner,100.0,100.0,94.0,58.0,Maximiliano Eduardo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Meza,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,High,Accurate,,,
15698,29077.0,69.54246899999998,2H,Smart pass,71.0,44.0,78.0,56.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,Sergio Leonel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Ag\u00fcero,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
58879,29079.0,75.85616299999992,2H,Smart pass,88.0,76.0,88.0,60.0,Eduardo Antonio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Salvio,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Not accurate,,,,,
58868,29095.0,121.23696800000016,2H,Smart pass,71.0,38.0,81.0,36.0,Javier Alejandro,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Mascherano,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Not accurate,,,,,
95092,29105.0,149.998924,2H,Corner,100.0,0.0,90.0,54.0,\u00c1ngel Fabi\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c1. di Mar\u00eda,,,,Paris Saint-Germain FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,High,Accurate,,,
15422,29130.0,226.59836200000018,2H,Smart pass,71.0,13.0,95.0,20.0,Birkir,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",B. Bjarnason,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,,Iceland,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
15644,29180.0,399.92943400000013,2H,Smart pass,91.0,25.0,87.0,40.0,\u00c1ngel Fabi\u00e1n,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c1. di Mar\u00eda,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,Paris Saint-Germain FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Accurate,,,,,
73992,29213.0,466.10142300000007,2H,Smart pass,73.0,82.0,96.0,89.0,Eduardo Antonio,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Salvio,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
73984,29371.0,997.9179789999998,2H,Smart pass,44.0,69.0,86.0,41.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,,,,Everton FC,Iceland,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
88798,29582.0,1729.8156689999996,2H,Smart pass,82.0,34.0,72.0,20.0,\u00c9ver Maximiliano David,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c9. Banega,Javier Alejandro,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Mascherano,Sevilla FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Accurate,,,,
73988,29601.0,1780.6809350000003,2H,Smart pass,69.0,42.0,80.0,37.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
101459,29660.0,1976.812473,2H,High pass,68.0,54.0,91.0,35.0,Javier Alejandro,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Mascherano,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Key pass,Counter attack,Through,Accurate,,
73990,29752.0,2232.227333,2H,Smart pass,72.0,27.0,75.0,25.0,Nicol\u00e1s,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Tagliafico,,,,,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
73991,29951.0,2895.365019,2H,Smart pass,80.0,62.0,92.0,48.0,\u00c9ver Maximiliano David,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",\u00c9. Banega,,,,Sevilla FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
73989,29958.0,2912.77798,2H,Smart pass,76.0,40.0,87.0,39.0,Nicol\u00e1s Hern\u00e1n,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Otamendi,,,,Manchester City FC,Argentina,2018-06-16 13:00:00,Group D,"Argentina - Iceland, 1 - 1",Through,Not accurate,,,,
57606,30084.0,333.84166000000005,1H,Smart pass,80.0,24.0,91.0,27.0,Andrej,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Kramari\u0107,,,,TSG 1899 Hoffenheim,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
73881,30114.0,429.40748199999996,1H,Smart pass,58.0,9.0,69.0,26.0,Mario,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Mand\u017euki\u0107,,,,Juventus FC,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Through,Not accurate,,,,
88757,30207.0,768.640693,1H,Smart pass,72.0,47.0,90.0,27.0,John Michael,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Obi Mikel,Brian Oladapo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Idowu,,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Through,Accurate,,,,
89465,30225.0,800.1331700000001,1H,Simple pass,84.0,70.0,80.0,66.0,Mario,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Mand\u017euki\u0107,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Peri\u0161i\u0107,Juventus FC,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,Accurate,,,,
7473,30280.0,998.521952,1H,Smart pass,68.0,22.0,88.0,24.0,Andrej,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Kramari\u0107,,,,TSG 1899 Hoffenheim,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
57534,30331.0,1221.002457,1H,Smart pass,59.0,28.0,78.0,9.0,John Michael,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Obi Mikel,,,,,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
7226,30367.0,1393.471481,1H,Smart pass,87.0,96.0,85.0,88.0,Mario,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Mand\u017euki\u0107,Ante,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Rebi\u0107,Juventus FC,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
57525,30425.0,1554.854258,1H,Smart pass,51.0,52.0,61.0,73.0,Victor,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Moses,,,,Chelsea FC,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
7268,30450.0,1656.2224190000002,1H,Smart pass,41.0,89.0,86.0,88.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,Ante,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Rebi\u0107,FC Barcelona,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
57569,30497.0,1790.064645,1H,Smart pass,52.0,29.0,59.0,41.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,,,,FC Barcelona,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
7468,30509.0,1866.296218,1H,Smart pass,53.0,9.0,69.0,19.0,Ante,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Rebi\u0107,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Peri\u0161i\u0107,Eintracht Frankfurt,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
101630,30645.0,2332.813312,1H,Cross,69.0,35.0,89.0,54.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,Andrej,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Kramari\u0107,FC Barcelona,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,Right foot,High,Accurate,,
6823,30835.0,364.39766999999983,2H,Smart pass,92.0,28.0,93.0,25.0,Onyinye Wilfred,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Ndidi,,,,Leicester City FC,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
101629,30975.0,830.0601100000003,2H,Cross,67.0,6.0,88.0,47.0,Brian Oladapo,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Idowu,Odion Jude,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Ighalo,,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,Right foot,High,Accurate,,
95074,31008.0,1063.7599579999996,2H,Corner,100.0,100.0,90.0,44.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,,,,FC Barcelona,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,High,Accurate,,,
88756,31060.0,1215.0688309999996,2H,Smart pass,70.0,75.0,90.0,74.0,John Michael,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Obi Mikel,,,,,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Through,Accurate,,,,
7253,31190.0,1776.2132810000003,2H,Smart pass,84.0,93.0,97.0,97.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,\u0160ime,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u0160. Vrsaljko,FC Barcelona,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Accurate,,,,,
57605,31215.0,1839.370871,2H,Smart pass,94.0,7.0,92.0,33.0,Ante,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Rebi\u0107,,,,Eintracht Frankfurt,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
89464,31285.0,2201.216278,2H,High pass,66.0,30.0,90.0,53.0,Oghenekaro,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Etebo,Leon-Aderemi,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Balogun,Stoke City FC,Nigeria,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,Accurate,,,,
57561,31418.0,2704.7129750000004,2H,Smart pass,61.0,3.0,79.0,13.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Peri\u0161i\u0107,,,,FC Internazionale Milano,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Not accurate,,,,,
89466,31449.0,2803.3644510000004,2H,Smart pass,90.0,84.0,91.0,64.0,Marko,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Pjaca,Mateo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Kova\u010di\u0107,ACF Fiorentina,Croatia,2018-06-16 19:00:00,Group D,"Croatia - Nigeria, 2 - 0",Key pass,Accurate,,,,
89480,31578.0,242.68937200000005,1H,Head pass,60.0,38.0,71.0,13.0,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Peri\u0161i\u0107,FC Barcelona,Croatia,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Accurate,,,,
99544,31692.0,691.7758309999999,1H,High pass,77.0,29.0,93.0,45.0,Enzo Nicol\u00e1s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. P\u00e9rez,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Through,Accurate,,,
17524,31917.0,1551.279738,1H,Smart pass,61.0,5.0,69.0,10.0,Maximiliano Eduardo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Meza,Sergio Leonel,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Ag\u00fcero,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Accurate,,,,,
101590,32006.0,1920.7611510000002,1H,Cross,79.0,84.0,95.0,42.0,\u0160ime,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u0160. Vrsaljko,Mario,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Mand\u017euki\u0107,FC Internazionale Milano,Croatia,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Left foot,High,Accurate,,
59126,32133.0,2468.18922,1H,Smart pass,65.0,7.0,73.0,9.0,Enzo Nicol\u00e1s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. P\u00e9rez,,,,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Not accurate,,,,,
59064,32176.0,2596.720202,1H,Smart pass,64.0,90.0,73.0,87.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Not accurate,,,,,
88799,32233.0,2789.496035,1H,Smart pass,52.0,89.0,79.0,36.0,Luka,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Modri\u0107,Ante,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Rebi\u0107,Real Madrid Club de F\u00fatbol,Croatia,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Through,Accurate,,,,
89482,32400.0,436.2048169999998,2H,Simple pass,70.0,29.0,87.0,38.0,Nicol\u00e1s,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Tagliafico,,,,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Accurate,,,,
59066,32520.0,1021.84278,2H,Smart pass,80.0,33.0,85.0,28.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Not accurate,,,,,
17556,32546.0,1079.2707490000003,2H,Smart pass,75.0,21.0,98.0,31.0,Enzo Nicol\u00e1s,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. P\u00e9rez,Gonzalo Gerardo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Higua\u00edn,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Accurate,,,,,
89481,32547.0,1082.1043090000003,2H,Simple pass,98.0,31.0,90.0,40.0,Gonzalo Gerardo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Higua\u00edn,Maximiliano Eduardo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Meza,AC Milan,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Accurate,,,,
88143,32565.0,1153.1852550000003,2H,Smart pass,41.0,70.0,77.0,87.0,Lionel Andr\u00e9s,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Messi,,,,FC Barcelona,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Counter attack,Accurate,,,,
99615,32575.0,1225.286158,2H,Cross,92.0,75.0,94.0,58.0,\u0160ime,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",\u0160. Vrsaljko,Mario,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Mand\u017euki\u0107,FC Internazionale Milano,Croatia,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Key pass,Right foot,Accurate,,,
59096,32770.0,1937.9976399999996,2H,Smart pass,63.0,16.0,78.0,13.0,Nicol\u00e1s,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",N. Tagliafico,,,,,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Not accurate,,,,,
17189,32776.0,1950.7277869999998,2H,Smart pass,73.0,17.0,93.0,22.0,Gonzalo Gerardo,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",G. Higua\u00edn,,,,AC Milan,Argentina,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Accurate,,,,,
89562,32968.0,2745.9697100000003,2H,Simple pass,91.0,35.0,93.0,48.0,Mateo,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Kova\u010di\u0107,Ivan,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Rakiti\u0107,Chelsea FC,Croatia,2018-06-21 18:00:00,Group D,"Argentina - Croatia, 0 - 3",Assist,Accurate,,,,
57648,33272.0,956.6444019999999,1H,Smart pass,88.0,81.0,90.0,63.0,Victor,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Moses,,,,Chelsea FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Not accurate,,,,,
7991,33335.0,1172.629846,1H,Smart pass,60.0,91.0,76.0,90.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,R\u00farik,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. G\u00edslason,Everton FC,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Accurate,,,,,
7992,33351.0,1313.840446,1H,Smart pass,83.0,94.0,91.0,93.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,R\u00farik,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. G\u00edslason,Everton FC,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Accurate,,,,,
73885,33381.0,1389.499531,1H,Smart pass,41.0,84.0,58.0,73.0,Onyinye Wilfred,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Ndidi,,,,Leicester City FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Not accurate,,,,
88760,33604.0,2324.608958,1H,Smart pass,61.0,57.0,75.0,68.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,,,,Everton FC,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Accurate,,,,
73895,33676.0,2604.823986,1H,Smart pass,75.0,62.0,70.0,68.0,R\u00farik,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. G\u00edslason,,,,,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Not accurate,,,,
95076,33684.0,2673.016886,1H,Free kick cross,75.0,88.0,90.0,52.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,,,,Everton FC,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Key pass,High,Accurate,,,
101695,33775.0,201.96947099999988,2H,Cross,90.0,83.0,88.0,56.0,Victor,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Moses,Ahmed,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Musa,Chelsea FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Assist,Counter attack,Right foot,Accurate,,
73892,33814.0,606.8627489999999,2H,Smart pass,76.0,67.0,77.0,65.0,K\u00e1ri,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. \u00c1rnason,,,,,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Not accurate,,,,
88761,33894.0,862.4079359999996,2H,Smart pass,78.0,64.0,78.0,75.0,Gylfi \u00de\u00f3r,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Sigur\u00f0sson,,,,Everton FC,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Accurate,,,,
73886,33926.0,956.8881799999999,2H,Smart pass,90.0,60.0,88.0,50.0,Kelechi Promise,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Iheanacho,,,,Leicester City FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Through,Not accurate,,,,
99612,34071.0,1482.4579949999998,2H,Cross,87.0,87.0,88.0,61.0,John Michael,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Obi Mikel,William,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",W. Troost-Ekong,,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Key pass,Right foot,Accurate,,,
95075,34093.0,1586.8293750000003,2H,Corner,100.0,100.0,96.0,52.0,Kelechi Promise,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Iheanacho,,,,Leicester City FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Key pass,High,Accurate,,,
7561,34139.0,1700.706306,2H,Smart pass,66.0,69.0,78.0,81.0,Onyinye Wilfred,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Ndidi,Victor,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Moses,Leicester City FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Accurate,,,,,
7597,34246.0,2277.018352,2H,Smart pass,70.0,68.0,75.0,89.0,Kelechi Promise,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",K. Iheanacho,Ahmed,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Musa,Leicester City FC,Nigeria,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Accurate,,,,,
95234,34312.0,2533.080376,2H,Simple pass,82.0,43.0,93.0,33.0,Ari Freyr,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Sk\u00falason,Alfre\u00f0,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Finnbogason,,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Key pass,Interception,Accurate,,,
101631,34355.0,2653.0108849999997,2H,Cross,85.0,96.0,90.0,49.0,R\u00farik,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. G\u00edslason,Sverrir Ingi,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Ingason,,Iceland,2018-06-22 15:00:00,Group D,"Nigeria - Iceland, 2 - 0",Key pass,Right foot,High,Accurate,,
